1,98
1,76
1,57
1,92
1,61
1,58
2,10
2,15
2,19
1,62
2,02
1,79
1,65
1,97
2,07
1,52
1,63
2,16
1,91
1,55
1,58
2,12
1,91
2,19
1,56
2,04
1,97
2,13
1,76
2,01
1,55
1,94
1,90
1,67
1,94
1,70
1,92
2,20
1,95
1,63
2,07
2,12
1,84
1,67
2,05
1,83
2,07
2,10
1,53
2,00
2,05
1,86
1,99
1,62
1,84
1,70
1,82
1,83
1,56
1,65
1,85
1,91
1,99
1,95
1,63
1,99
1,96
1,60
1,85
1,75
1,57
2,12
2,04
1,70
2,08
1,59
1,87
1,97
1,71
2,04
1,71
2,05
1,74
1,67
1,81
1,72
1,68
1,69
1,67
1,94
2,08
2,08
1,97
1,68
2,15
1,92
1,99
1,64
2,13
1,71
2,07
1,60
1,50
1,56
1,85
1,67
2,02
1,86
2,03
1,52
2,01
1,87
1,80
1,70
1,69
1,52
2,06
1,74
1,93
2,05
1,83
2,02
1,53
1,89
1,96
2,05
2,09
2,00
2,15
1,55
1,76
1,85
1,89
2,05
2,08
2,03
1,99
1,65
2,04
1,59
1,89
1,92
2,04
2,00
1,60
1,50
1,79
1,66
2,13
1,63
1,95
1,86
1,73
1,77
2,17
2,10
1,58
1,98
1,96
1,65
1,89
1,95
1,86
1,98
1,52
1,91
1,67
1,66
1,76
2,13
1,65
1,65
2,18
1,91
1,54
2,00
1,98
1,95
1,94
1,93
2,11
1,65
1,92
1,90
1,88
1,58
1,67
1,56
2,17
2,16
1,81
1,80
1,88
1,92
1,88
2,15
1,74
1,78
1,57
2,07
1,75
1,60
1,83
2,13
1,97
1,94
1,59
2,15
1,80
1,68
1,74
1,73
1,80
2,17
2,14
1,64
2,17
1,78
1,83
1,56
2,18
1,82
1,63
1,63
2,09
1,89
2,18
1,87
1,55
1,82
1,81
1,99
1,53
1,62
1,99
2,17
1,93
1,68
1,89
1,67
1,96
1,52
1,62
1,62
2,05
1,60
1,76
2,11
1,87
1,50
2,12
1,51
2,08
1,88
1,62
1,75
1,75
2,19
1,86
1,76
1,70
1,90
2,16
1,63
1,80
2,16
2,03
1,99
1,62
1,87
1,79
2,01
1,96
1,64
2,15
1,53
1,98
2,19
2,00
1,87
1,76
1,87
1,84
1,79
1,64
2,03
1,81
2,00
1,57
1,69
1,61
1,93
2,03
1,84
1,88
1,51
1,75
2,10
1,74
1,62
1,79
1,52
2,16
1,95
1,54
1,78
2,08
2,04
2,05
2,00
1,66
1,58
1,62
1,62
1,66
1,81
1,59
1,51
1,97
1,53
1,98
1,55
1,82
1,84
1,82
1,88
1,65
1,54
1,51
1,96
1,73
1,92
1,90
1,56
1,84
1,93
1,76
1,51
2,17
1,53
1,70
1,67
2,13
1,79
2,07
2,04
1,93
1,89
2,06
2,13
1,62
1,83
1,50
1,50
1,64
1,82
1,67
1,89
1,62
1,65
2,00
1,96
1,85
1,56
2,16
1,64
1,98
1,62
2,08
1,52
2,18
2,00
2,01
1,72
1,87
1,51
1,70
1,63
1,79
1,68
1,73
1,69
1,68
1,54
1,60
1,77
1,60
1,92
2,11
2,19
1,67
1,90
2,12
1,56
1,78
1,88
2,09
2,02
2,13
1,76
1,82
2,16
1,54
1,68
1,60
1,98
1,72
1,91
2,04
2,01
2,01
1,59
1,55
1,51
2,02
1,96
1,94
1,81
1,63
1,68
1,66
1,68
1,80
2,09
1,74
2,08
1,85
2,09
2,14
2,16
2,10
2,11
1,78
1,51
1,59
1,88
1,76
1,97
1,89
1,85
1,56
1,52
1,67
1,67
2,12
1,67
2,04
2,19
2,10
1,93
1,98
2,09
2,05
1,85
2,05
2,16
2,04
1,71
1,91
1,74
2,00
1,55
1,93
1,55
1,81
2,04
1,76
2,10
1,98
2,12
1,94
1,86
1,68
1,58
2,03
1,92
2,13
1,84
2,12
2,19
2,04
1,64
1,51
1,52
1,73
1,76
1,90
2,19
1,88
1,95
1,78
1,82
1,80
2,12
2,05
1,93
2,16
2,03
2,07
1,56
1,95
1,72
1,67
2,11
1,83
1,93
2,18
1,55
1,79
1,77
1,72
1,82
2,08
1,65
1,79
1,57
2,16
1,65
1,94
1,79
1,96
1,61
1,90
2,01
2,19
1,73
2,09
1,57
2,03
1,82
1,81
1,72
1,63
1,87
1,50
1,87
1,59
1,76
1,83
1,76
1,52
1,84
1,85
2,08
1,62
1,81
1,57
1,90
1,69
1,82
2,16
1,75
1,53
2,15
2,04
2,12
1,69
1,87
2,16
1,55
1,98
1,90
1,70
1,84
2,18
1,65
1,51
2,02
1,70
1,68
1,54
1,78
1,57
1,69
2,20
1,68
1,59
2,12
1,91
1,56
2,14
1,67
1,88
1,75
1,54
2,08
1,53
1,76
2,03
2,17
2,02
1,65
2,20
1,88
2,16
1,81
1,52
2,16
1,50
2,07
1,70
1,60
1,65
2,06
1,75
1,88
1,79
1,55
2,10
1,71
1,66
1,87
1,66
1,73
1,93
1,67
1,66
1,93
1,87
1,52
1,64
