8674,29
11624,95
2276,17
2606,21
416,39
14989,45
6400,01
5856,00
13415,77
12077,33
8519,33
8532,65
2652,13
5112,77
5383,27
8965,40
8010,58
1165,34
4196,24
13905,92
8782,54
13136,28
2933,02
14881,07
12268,27
4546,07
12180,21
6840,70
1943,91
8718,48
5776,87
10832,15
278,39
3119,75
6014,10
4799,04
9086,52
5516,47
7527,60
12928,54
9055,93
8902,47
1003,66
6687,92
3166,37
4922,35
3004,56
7800,01
5158,07
7405,12
6978,89
5411,75
10499,20
14383,71
3605,65
11949,24
11183,30
6719,78
11761,72
6519,55
13657,30
14438,98
8254,42
2623,71
8850,94
12450,78
6252,31
13484,18
6235,31
7108,31
12411,26
3430,20
13455,11
8556,40
3326,92
12922,00
12089,15
2726,04
10792,59
8732,55
8961,86
13832,15
13126,03
11294,90
2999,34
9208,83
1297,80
13476,75
6737,82
854,98
12856,62
14534,95
14348,25
10610,61
13133,41
11881,90
4220,53
12964,03
10960,05
10865,03
6061,11
2151,01
6234,25
764,94
2929,85
8325,87
1340,70
4568,51
3329,76
3163,14
11764,55
9043,88
10579,35
13196,65
3330,97
182,04
1231,23
1409,62
2840,34
491,10
11420,50
811,96
1254,14
4493,99
5283,57
5753,99
2117,39
7690,90
6130,45
6545,19
12351,98
2219,11
14459,16
9388,75
744,37
7407,94
1554,06
10699,47
10758,04
8755,05
1975,63
5916,71
5071,02
392,44
12231,16
3685,47
4795,22
4915,08
2990,28
7954,57
5744,87
11247,93
11678,45
9030,85
4359,03
868,83
2592,63
14018,38
14714,46
13824,55
9249,75
3599,47
13356,36
5781,22
14206,89
11108,50
3931,54
5504,76
12586,14
14993,69
4325,60
1555,02
4479,10
11188,98
5547,91
13376,14
10709,45
10430,38
14481,14
5141,80
7217,81
3257,86
14507,38
7454,85
14562,15
4301,63
801,75
7327,79
3934,13
12804,10
5188,64
395,45
10992,55
1732,50
8498,46
14352,71
9059,72
10044,26
10728,50
7615,67
5297,22
2162,87
14985,32
11625,53
3954,67
8652,98
4757,99
8907,99
14888,07
239,24
3570,65
8703,57
11850,88
3446,60
6286,59
11557,27
14944,72
8598,91
11191,96
10340,47
4457,39
91,49
13763,83
12949,18
9903,78
14406,52
3448,52
14307,34
9271,55
8852,97
1612,75
4757,99
749,54
855,36
8388,92
5523,01
5083,90
7489,55
7850,69
3125,04
4356,27
9762,90
1323,65
1821,94
3794,22
7135,44
5931,89
8782,45
442,71
13616,09
7813,25
14895,89
5543,62
14426,62
242,67
10119,50
9950,60
1648,39
56,12
2015,11
5101,11
8740,30
2820,93
13707,55
12448,64
14570,11
1787,18
13630,39
10515,64
1837,15
8180,41
3725,01
2779,43
14398,22
14205,86
5126,06
11238,34
1073,16
12363,26
9752,07
1262,99
1300,37
6331,17
2799,63
11964,54
6041,43
6936,49
9172,02
10916,18
3981,36
12559,60
11903,24
7383,74
11148,78
204,52
11607,14
9703,43
3698,98
14382,53
1548,91
13098,56
10584,39
6878,74
14827,20
10573,36
5251,01
9509,95
176,99
4661,06
853,56
12193,89
1407,78
4675,66
